,user_id,follow_count,fans_count,gender,location,level,regis_year,regis_month,regis_day,properties,mileage,car_like,excellent_post_count,all_post_count,label
1869,waher1314,37,7,2,44,1,2010,9,9,1,5750.0,284,1,8,False
1870,CoChan666,1,0,2,104,1,2018,5,5,1,370.0,56,0,0,False
1871,开不开火都被秒,16,19,2,16,1,2016,12,12,1,4650.0,171,0,6,False
1873,辉太浪哥哥,8,13,2,62,1,2016,3,3,1,2160.0,47,0,1,False
1874,Hels1014,1,2,2,33,1,2018,4,4,1,620.0,128,0,1,False
1875,严清柯,0,0,1,24,1,2017,12,12,1,4820.0,69,0,0,False
1876,你可以叫我湛哥哥,0,0,2,209,1,2017,1,1,1,1100.0,35,0,0,False
1877,bybyby2014,0,9,2,16,1,2014,12,12,1,2260.0,4,0,7,False
1878,后山人1983,187,153,2,5,4,2011,8,8,5,45500.0,47,3,30,False
1880,曾先森Ediwiin,18,16,2,5,1,2015,5,5,1,2450.0,47,0,4,False
1885,MrDod,12,10,2,9,1,2015,12,12,1,4370.0,164,0,3,False
1886,隽卿,0,1,2,51,1,2013,2,2,1,2790.0,285,0,0,False
1887,么智么智,2,3,2,5,1,2015,4,4,1,2040.0,286,0,1,False
1888,55298555,0,0,2,32,1,2017,7,7,1,1240.0,56,0,0,False
1889,zhusiqi,1,0,2,5,1,2017,6,6,1,1650.0,287,0,0,False
1892,妖孽你好Y,0,1,2,102,1,2018,1,1,1,1400.0,47,0,0,False
1895,我的大炮已经饥渴难耐,3,0,2,13,1,2017,2,2,1,1780.0,47,0,0,False
1899,just踢法拉利的屁股,114,56,2,32,2,2014,4,4,1,10680.0,288,1,11,False
1900,k869342709,0,0,2,39,1,2018,4,4,1,1540.0,77,0,0,False
1903,有追求的男人,8,7,2,20,1,2017,5,5,1,3890.0,42,0,3,False
1906,开会高回报,3,3,2,20,1,2018,1,1,1,2440.0,42,0,1,False
1911,停贯,0,6,2,11,1,2013,7,7,1,4500.0,61,0,0,False
1912,顾正Skoseiun,119,125,2,32,1,2015,3,3,1,2960.0,18,0,35,False
1915,蓝宇12345,0,1,2,15,1,2016,2,2,1,1280.0,57,0,0,False
1916,云端飞虹,9,11,2,46,1,2013,11,11,1,6790.0,42,0,9,False
1919,⒗祥,7,8,2,5,1,2015,1,1,1,1020.0,143,0,6,False
1920,萧神B,0,0,2,84,1,2018,3,3,1,1040.0,3,0,0,False
1921,KaffaTan,1,29,2,32,1,2015,8,8,1,4350.0,57,0,10,False
1925,报家为国,8,12,2,38,1,2014,7,7,1,4730.0,224,0,21,False
1927,本土迈克,0,0,2,20,1,2017,9,9,1,860.0,18,0,0,False
1929,定焦镜头01,17,13,2,57,2,2016,6,6,1,9420.0,175,0,0,False
1930,肥刀妹,18,17,2,20,1,2017,6,6,1,6190.0,42,0,4,False
1931,爱吃小花生,0,0,2,152,1,2017,9,9,1,2600.0,80,0,0,False
1932,Vitesse7,25,33,2,25,2,2014,7,7,1,10050.0,190,0,1,False
1934,选车新手hstyear_567,0,0,2,26,1,2018,4,4,1,300.0,28,0,0,False
1935,T01K1,9,9,2,7,1,2015,9,9,1,1660.0,289,0,7,False
1936,Irissky,0,0,2,4,1,2017,8,8,1,730.0,18,0,1,False
1937,六月黄小天,56,52,2,19,3,2014,11,11,1,30950.0,54,2,5,False
1939,李东江黎谨榕,0,0,2,5,1,2018,3,3,1,360.0,3,0,0,False
1941,恒通123,7,3,2,21,1,2018,1,1,1,1550.0,45,0,3,False
1942,卡卡罗特00,0,0,2,48,1,2018,4,4,1,550.0,42,0,0,False
1943,老马style,7,4,2,210,1,2018,3,3,1,450.0,12,0,4,False
1944,初学乍道w,5,5,2,156,1,2011,10,10,1,900.0,107,0,9,False
1945,iam_x,31,55,2,15,1,2013,2,2,1,2200.0,182,0,40,False
1946,TG丶,6,12,2,5,1,2015,7,7,1,1350.0,59,0,24,False
1951,a258782066,1,3,2,176,1,2013,9,9,1,1120.0,134,0,0,False
1953,卷发男神蜜桃臀,0,0,2,141,1,2018,2,2,1,510.0,24,0,0,False
1958,zmj赵满江,1,2,2,126,1,2017,5,5,1,5840.0,72,0,0,False
1962,浦江小摩的,2,2,2,69,1,2016,6,6,1,2600.0,81,0,5,False
1964,Ljhhjn,3,2,2,14,1,2017,12,12,1,1050.0,2,0,0,False
1965,光宇智博,3,0,2,107,1,2017,10,10,1,5130.0,69,0,0,False
1967,Ybzlove,0,0,2,97,1,2018,1,1,1,760.0,1,0,0,False
1970,KobeSXC,4,2,2,5,1,2016,11,11,1,900.0,11,0,1,False
1972,张阿笨,94,183,2,15,1,2012,4,4,1,5470.0,13,3,179,False
1973,张阿笨,94,183,2,15,1,2012,4,4,1,5470.0,13,3,179,False
1975,wy8919,5,22,2,22,1,2013,1,1,1,3090.0,42,1,12,False
1978,蹲站大侠,0,0,2,16,1,2017,9,9,1,1780.0,18,0,0,False
1979,TongTan,3,2,2,16,1,2014,3,3,1,1920.0,95,0,0,False
1980,与神鬼共舞,0,2,2,15,1,2013,5,5,1,1600.0,290,0,0,False
1981,张阿笨,94,183,2,15,1,2012,4,4,1,5470.0,13,3,179,False
1984,一直都在路上的猫,0,0,2,26,1,2018,6,6,1,150.0,12,0,0,False
1985,新bbbbb,2,5,2,15,1,2016,8,8,1,1100.0,32,0,0,False
1988,嘿呦嘿呦1234,0,0,2,48,1,2017,12,12,1,1030.0,91,0,0,False
1989,世界由我CG,0,0,2,5,1,2018,2,2,1,700.0,12,0,0,False
1990,L枯叶lL,0,0,2,33,1,2017,3,3,1,1040.0,161,0,2,False
1991,正_Franz,0,6,2,51,1,2014,8,8,1,2660.0,182,0,4,False
1994,完美洒,0,0,2,51,1,2018,2,2,1,500.0,56,0,0,False
1995,leeji126,0,2,2,19,1,2011,6,6,1,1590.0,291,0,19,False
1997,一路走来123,3,5,2,16,1,2014,8,8,1,550.0,153,0,1,False
2000,Mayupace,0,0,2,24,1,2018,6,6,1,210.0,35,0,0,False
2001,sharemen,8,6,2,5,2,2014,9,9,1,17100.0,42,0,7,False
2002,雅阁200,21,18,2,7,2,2014,6,6,1,11980.0,77,1,4,False
2003,ydx823,6,9,2,16,1,2015,7,7,1,3710.0,292,0,18,False
2004,aganph,0,1,2,4,1,2014,1,1,1,840.0,72,0,1,False
2005,703111632,32,12,2,69,1,2016,2,2,1,4460.0,18,0,1,False
2007,lbl1230032,0,3,2,186,1,2012,10,10,1,1040.0,293,0,0,False
2016,mhy1920,1,4,2,5,2,2017,10,10,1,14190.0,12,0,5,False
2019,RSolomon,4,3,2,4,1,2016,7,7,1,1240.0,47,0,0,False
2022,凯迪拉克小天使我爱你,5,4,2,14,1,2016,3,3,1,550.0,294,0,0,False
2024,L1nc,27,51,2,211,1,2013,7,7,1,4820.0,292,0,17,False
2025,zhucong1888,30,19,2,67,1,2015,4,4,1,3360.0,4,0,13,False
2026,lwcailq,68,64,2,61,2,2013,5,5,2,10610.0,58,2,21,False
2027,木格子窗,5,3,2,4,1,2016,7,7,1,600.0,3,0,0,False
2028,火星人7788,1,0,2,176,1,2016,2,2,1,550.0,142,0,0,False
2030,刘翔嗯,11,4,2,29,1,2016,6,6,1,1420.0,59,0,1,False
2031,EGOMANIAC,10,10,2,149,1,2016,7,7,1,1050.0,58,0,15,False
2032,一铭惊人_,0,0,2,64,1,2017,8,8,1,580.0,94,0,0,False
2035,王持捷88,9,10,2,5,1,2016,2,2,1,2280.0,18,1,2,False
2037,怂态,27,24,1,32,1,2016,5,5,1,1250.0,0,0,27,False
2038,xfcxfc57,230,293,2,5,3,2013,8,8,1,29350.0,60,2,127,False
2047,xfcxfc57,230,293,2,5,3,2013,8,8,1,29350.0,60,2,127,False
2053,眼神cc,7,19,2,105,1,2016,7,7,1,2390.0,231,0,16,False
2055,B_M_W_5,0,0,2,114,1,2017,9,9,1,2150.0,52,0,0,False
2056,Muas,6,0,2,25,1,2016,10,10,1,3760.0,77,0,0,False
2057,315700602,0,9,2,194,1,2016,6,6,1,3390.0,58,0,2,False
2058,dmxman,24,47,2,4,2,2009,8,8,1,9580.0,68,0,33,False
2060,风的儿子疯子,0,0,2,4,1,2017,2,2,1,3050.0,147,0,1,False
2061,性格综合体,8,4,2,32,1,2016,10,10,1,550.0,105,0,3,False
2062,申擎i,1,36,2,187,1,2016,1,1,1,4770.0,242,0,0,False
2063,有色股,1,0,2,32,1,2017,9,9,1,1540.0,15,0,1,False
2065,中壹喻芝,0,0,2,5,1,2017,6,6,1,2080.0,94,0,0,False
2066,VampireMJ,2,0,2,25,1,2016,10,10,1,1970.0,111,0,0,False
2067,土狼070805,1,7,2,14,1,2016,6,6,1,550.0,35,0,0,False
2068,冷眼恋人,1,4,2,32,1,2017,3,3,1,4280.0,58,0,3,False
2069,国产兰博基尼小牛,0,1,2,51,1,2015,3,3,1,3870.0,136,0,0,False
2070,新13262521198,0,0,2,38,1,2018,2,2,1,1480.0,33,0,0,False
2071,孤岛詹文博,1,0,2,7,1,2018,3,3,1,380.0,93,0,0,False
2072,酷爱沙漠,3,6,2,5,1,2018,4,4,1,2430.0,35,0,0,False
2073,Gary_Q,24,32,2,23,1,2014,9,9,1,1540.0,167,0,8,False
2075,liang哥1995,0,6,2,4,1,2015,8,8,1,1320.0,163,0,1,False
2079,deane1111,0,4,2,32,1,2017,5,5,1,7190.0,72,0,4,False
2087,svgy,2,8,2,39,2,2017,10,10,1,9330.0,152,0,1,False
2092,sjjgg,29,23,2,61,1,2016,5,5,1,6750.0,101,0,4,False
2095,s小尾巴s,0,0,2,53,1,2017,10,10,1,660.0,5,0,0,False
2096,DUAN0401,0,1,2,5,1,2016,9,9,1,930.0,5,0,1,False
2098,鑫KING,53,25,2,101,1,2016,2,2,1,3270.0,295,0,1,False
2099,那么蓝的天空,20,10,2,171,1,2016,8,8,1,1270.0,229,0,2,False
2102,我曾经跨过山和大海丶,16,17,2,35,3,2014,12,12,1,19860.0,61,1,7,False
2103,天啦噜西吧,0,6,2,62,1,2017,7,7,1,1060.0,71,0,1,False
2108,CheaterRoxxxe,0,0,2,5,1,2016,11,11,1,1710.0,170,0,0,False
2110,天啦噜西吧,0,6,2,62,1,2017,7,7,1,1060.0,71,0,1,False
2112,LLLmmmm,0,0,2,3,1,2017,8,8,1,560.0,15,0,0,False
2113,朱小伟up,1,1,2,14,1,2017,7,7,1,1460.0,71,0,3,False
2114,栀子丶花开,81,74,2,4,1,2016,5,5,1,2000.0,1,0,63,False
2115,NAVICXU,3,5,2,4,1,2016,10,10,1,1840.0,98,0,10,False
2116,Jack423,0,0,2,4,1,2017,6,6,1,1550.0,15,0,0,False
2117,小飞侠62,5,19,2,13,1,2012,10,10,1,1410.0,246,1,25,False
2118,qiclvg,9,8,2,3,1,2014,10,10,1,1860.0,296,0,4,False
2119,coolguy3592,11,19,2,4,1,2015,6,6,1,2680.0,86,0,8,False
2123,1071920034,0,1,2,12,1,2017,11,11,1,1780.0,45,0,0,False
2124,Jane_yuan,0,2,2,4,1,2014,5,5,1,640.0,18,0,1,False
2127,taovzhi,5,7,2,4,1,2015,11,11,1,5160.0,83,0,8,False
2128,别青霖,0,0,2,7,1,2017,10,10,1,550.0,12,0,0,False
2129,lulu小豹子,1,1,2,4,1,2017,9,9,1,1290.0,110,0,0,False
2133,黑猫警长12345,2,1,2,5,1,2017,6,6,1,2440.0,40,0,0,False
2139,lizqz,20,19,2,9,1,2016,3,3,1,930.0,35,0,5,False
2140,GarrickChen,51,237,2,7,3,2015,12,12,6,32700.0,5,7,37,False
2141,风之美少女,3,3,1,11,1,2017,7,7,1,1750.0,71,0,2,False
2143,GarrickChen,51,237,2,7,3,2015,12,12,6,32700.0,5,7,37,False
2147,Bassi,119,146,2,15,3,2015,9,9,1,30680.0,47,2,44,False
2150,xixue5,6,10,2,62,1,2014,12,12,1,1420.0,2,0,12,False
2154,MR_CHEN丶,13,24,2,7,1,2015,10,10,1,5940.0,57,0,10,False
2155,飞鱼12138,0,1,2,5,1,2017,8,8,1,550.0,94,0,0,False
2160,设计失控2009,51,38,2,12,1,2009,11,11,1,6230.0,272,0,35,False
2168,以妻之名,6,2,2,5,1,2014,6,6,1,4210.0,139,0,0,False
2171,大学雪茄,1,3,2,4,1,2017,9,9,1,580.0,3,0,3,False
2172,啃豆包小赖皮,4,0,2,13,1,2017,2,2,1,1640.0,71,0,1,False
2173,哇咔哇咔17,0,3,2,5,1,2017,9,9,1,570.0,15,0,0,False
2174,啃豆包小赖皮,4,0,2,13,1,2017,2,2,1,1640.0,71,0,1,False
2175,Kevin赵俊凯,2,0,2,37,1,2017,1,1,1,1690.0,11,0,4,False
2176,庭院内外,5,4,2,162,1,2017,8,8,1,2880.0,137,0,8,False
2178,amw27ccdr,0,0,2,23,1,2018,3,3,1,100.0,56,0,0,False
2179,子清one,0,0,2,5,1,2017,9,9,1,1460.0,137,0,0,False
2180,津生有缘,2,3,2,19,1,2014,8,8,1,780.0,297,0,12,False
2181,七宗罪77,58,19,2,32,2,2014,8,8,1,8710.0,18,0,8,False
2182,tl_76,6,14,2,110,1,2012,7,7,1,6540.0,163,1,10,False
2185,有一布朗尼,10,16,2,38,1,2014,10,10,1,2390.0,71,0,8,False
2186,舌尖上的欲望,4,9,2,9,2,2016,1,1,1,15270.0,71,0,8,False
2188,VIPmr张,14,25,2,57,2,2014,6,6,1,11730.0,276,0,0,False
2189,南方的狼aa,2,7,2,72,1,2016,4,4,1,2500.0,56,0,3,False
2191,隔壁村小王,3,13,2,15,1,2015,11,11,1,3000.0,19,0,4,False
2192,Av小混蛋,10,2,2,141,1,2015,2,2,1,6360.0,72,0,0,False
2193,好久官降,6,4,2,30,1,2016,3,3,1,5310.0,61,0,3,False
2194,大鹏车主,23,21,2,4,1,2008,1,1,1,5360.0,191,0,37,False
2195,阿里旺007,0,6,2,69,2,2017,2,2,1,10470.0,71,1,4,False
2196,司YsiM,6,7,2,5,1,2016,1,1,1,610.0,142,0,11,False
2199,冷面_,0,4,2,68,1,2017,7,7,1,1460.0,298,0,6,False
2201,Emily_欣,0,0,2,5,1,2016,9,9,1,600.0,101,0,0,False
2203,121245678,0,0,2,105,1,2016,10,10,1,550.0,206,0,0,False
2206,猴子等等我,2,6,2,212,1,2015,2,2,1,3010.0,299,0,6,False
2208,猴子等等我,2,6,2,212,1,2015,2,2,1,3010.0,299,0,6,False
2209,taeyeon_ss,2,12,2,29,1,2013,11,11,1,2820.0,260,1,19,False
2212,溯流之溯,21,18,2,67,1,2016,10,10,1,2820.0,18,0,23,False
2213,嗨,9,14,2,41,1,2013,9,9,1,1850.0,71,0,3,False
2214,保10泰,12,2,2,20,1,2016,11,11,1,5800.0,31,0,1,False
2219,Gyan丶p1,0,0,2,213,1,2017,4,4,1,680.0,202,0,0,False
2225,心之绯衣,6,4,2,5,1,2017,7,7,1,3830.0,71,0,7,False
2227,潘恳怖风,0,1,2,14,1,2013,5,5,1,2750.0,75,0,1,False
2232,不难想象,0,3,2,91,1,2014,8,8,1,1500.0,87,0,0,False
2237,i有所思,6,9,2,4,1,2015,11,11,1,4100.0,300,0,2,False
2239,学不会的情话,0,0,2,38,1,2018,1,1,1,2240.0,12,0,0,False
2243,我是星星啊,0,0,2,5,1,2018,4,4,1,180.0,24,0,0,False
2244,笑看年华,8,3,1,33,1,2014,6,6,1,1610.0,25,0,9,False
2247,嗯哼大王我不是,2,0,2,7,1,2018,3,3,1,240.0,35,0,0,False
2248,隔壁村小王,3,13,2,15,1,2015,11,11,1,3000.0,19,0,4,False
2253,奈落骆,5,8,2,4,3,2014,9,9,1,22910.0,71,1,1,False
2255,信和铜门,0,0,2,44,1,2017,10,10,1,1350.0,134,0,0,False
2257,lausanneyl,3,11,2,20,1,2013,1,1,1,7050.0,75,0,24,False
2259,Li123333,3,0,2,51,1,2018,5,5,1,970.0,33,0,0,False
2261,467161151,1,1,2,214,1,2017,11,11,1,390.0,301,0,3,False
2262,lf18289965637,1,1,2,104,1,2017,11,11,1,430.0,17,0,0,False
2264,恐吓上帝,7,6,2,26,1,2013,1,1,1,600.0,220,0,4,False
2267,规划局波兰南部,3,1,2,23,1,2017,10,10,1,1600.0,110,0,0,False
2269,欧佳数码科技,91,75,2,6,1,2014,3,3,1,2600.0,5,0,23,False
2270,wangzi1125,0,1,2,3,1,2017,6,6,1,2090.0,3,0,1,False
2271,小思的寂寞,9,8,2,98,1,2014,7,7,1,4320.0,77,0,3,False
2273,依旧浅笑222,0,0,2,32,2,2017,7,7,1,8710.0,94,0,3,False
2274,行运操人,10,36,2,77,1,2016,1,1,1,4310.0,2,0,46,False
2277,马甲格式化,0,0,2,4,1,2018,5,5,1,1140.0,72,0,0,False
2279,周寨镇好人,0,1,2,98,1,2015,1,1,1,670.0,61,0,1,False
2281,笨笨熊zk123,1,0,2,26,1,2017,8,8,1,640.0,45,0,0,False
2284,一枚帅锅,2,0,2,12,1,2017,12,12,1,1310.0,69,0,0,False
2285,只为A6而奋斗,0,0,2,87,1,2017,2,2,1,2060.0,88,0,0,False
2286,306427319,7,8,2,108,1,2013,8,8,1,1410.0,2,0,4,False
2287,2014伴侣,0,7,2,15,1,2014,1,1,1,1530.0,88,0,0,False
2288,a十三呵呵,10,6,2,32,1,2017,10,10,1,2310.0,79,0,4,False
2289,VV168168,0,0,2,4,1,2017,12,12,1,100.0,15,0,0,False
2291,旺旺小草莓,0,0,2,10,1,2017,12,12,1,110.0,33,0,0,False
2293,蝴爨纛,0,1,2,136,1,2016,12,12,1,2690.0,182,0,0,False
2295,York86,2,1,2,20,1,2017,9,9,1,2720.0,45,0,12,False
2296,轩语嫣,1,1,2,87,1,2017,5,5,1,1720.0,17,0,0,False
2297,Miss_施,0,0,1,69,1,2018,1,1,1,570.0,69,0,0,False
2298,黑特勒,13,10,2,215,2,2015,7,7,1,8490.0,36,1,4,False
2299,远锦环保,0,2,2,20,1,2016,7,7,1,1270.0,35,0,2,False
2300,海洋之心2022,4,3,2,110,1,2016,2,2,1,6070.0,302,0,0,False
2301,HMY0929,1,0,2,6,1,2016,10,10,1,7360.0,303,0,8,False
2302,韩三桂,1,1,2,5,1,2018,4,4,1,110.0,28,0,0,False
2303,startfromaction,2,2,2,14,1,2016,11,11,1,5740.0,18,0,0,False
2304,捷豹XFL最爱,1,3,2,17,1,2017,10,10,1,190.0,35,0,1,False
2309,王鼎久新,12,18,2,104,1,2013,7,7,1,4530.0,17,1,10,False
2312,a120945369,0,0,2,216,1,2017,9,9,1,1720.0,110,0,0,False
2313,_Jgoing,17,31,2,57,1,2017,3,3,1,2290.0,1,0,31,False
2314,一心向上fighting,0,4,2,29,1,2016,12,12,1,1970.0,145,0,3,False
2315,丁佳峰97,6,1,2,12,1,2016,2,2,1,1390.0,61,0,2,False
2317,沐熙科技,2,7,2,32,1,2016,12,12,1,1620.0,131,0,3,False
2321,熠城ply,1,10,2,5,1,2017,12,12,1,1810.0,35,1,6,False
2322,GB770,6,7,2,16,1,2009,8,8,1,1650.0,13,0,4,False
2324,A洪峰,1,1,2,103,1,2016,8,8,1,1830.0,5,0,0,False
2325,IshiYoo1984,2,2,2,125,1,2018,4,4,1,1240.0,5,0,1,False
2326,baihua805,0,0,2,5,1,2018,2,2,1,1990.0,28,0,0,False
2336,章利明,0,0,2,32,1,2017,10,10,1,220.0,3,0,0,False
2338,T_T大叔,2,2,2,13,2,2016,4,4,1,8920.0,221,0,0,False
2339,刘子然啦啦啦,11,26,2,11,1,2016,4,4,1,3990.0,5,1,8,False
2340,唐尸三摆手123,1,2,2,5,1,2014,6,6,1,2020.0,260,0,1,False
2341,秋天以北V,3,3,2,37,1,2015,5,5,1,2310.0,182,0,0,False
2343,晨晨kk,0,0,2,12,1,2016,12,12,1,910.0,131,0,0,False
2349,weiliwei652,1,0,2,7,1,2018,3,3,1,340.0,5,0,1,False
2350,Ruan先森,7,17,2,107,1,2015,5,5,1,6110.0,111,0,28,False
2353,0A制作,0,1,2,35,1,2017,6,6,1,2670.0,35,0,2,False
2357,Bao走,4,7,2,38,1,2018,3,3,1,1970.0,5,0,3,False
2359,到底什么名可以注册,127,103,2,64,1,2016,3,3,1,6080.0,77,0,50,False
2360,恶魔长相天使心,5,4,2,27,1,2012,10,10,1,2560.0,304,0,4,False
2369,天羽0408,5,1,2,32,1,2018,5,5,1,820.0,72,0,0,False
2371,LsS_,0,1,2,122,1,2016,10,10,1,1470.0,69,0,0,False
2374,乾立投资,2,0,2,32,1,2018,1,1,1,1440.0,69,0,0,False
2376,未迟1129,0,0,2,5,1,2018,3,3,1,1050.0,58,0,1,False
2378,深海sunrise,0,0,2,26,1,2018,5,5,1,420.0,305,0,1,False
2382,小泽玛莉,0,0,2,50,1,2017,7,7,1,930.0,1,0,0,False
2385,俺是大神你懂吗,17,12,2,33,1,2018,3,3,2,200.0,184,0,9,False
2386,hugoxie,0,3,2,4,1,2013,12,12,1,4700.0,23,0,3,False
2388,Jesper包,9,9,2,122,1,2017,10,10,1,2000.0,136,0,3,False
2391,jmlf007,0,25,2,4,1,2017,6,6,1,1730.0,94,0,57,False
2392,蜂刺,8,5,2,72,1,2009,3,3,1,5950.0,99,0,29,False
2393,FCBarca,20,11,2,13,1,2017,10,10,1,1470.0,306,0,3,False
2394,菊花疼1,0,0,2,209,1,2018,5,5,1,320.0,12,0,0,False
2395,菜牙哥,0,0,2,35,1,2017,3,3,1,3570.0,125,0,0,False
2396,撒哈拉119,19,16,2,38,1,2008,5,5,1,2860.0,77,0,27,False
2397,郝丶壮壮,4,54,2,5,2,2012,11,11,1,9550.0,83,0,27,False
2398,魏东明的,0,0,2,51,1,2017,11,11,1,110.0,105,0,2,False
2399,Escape旋,6,0,2,164,1,2016,11,11,1,1350.0,307,0,0,False
2400,WVIMD,6,8,2,15,1,2015,7,7,1,4660.0,308,0,3,False
2401,罗哒哒哒,0,0,2,5,1,2017,12,12,1,590.0,45,0,0,False
2402,圣骑士Luke,9,10,2,33,1,2016,12,12,1,4560.0,134,0,5,False
2403,汤先生tangzhicheng,1,0,2,5,1,2017,8,8,1,1070.0,52,0,0,False
2404,无损格式,2,4,2,23,2,2015,11,11,1,8320.0,309,0,2,False
2405,欧米家没有家,1,1,2,3,1,2017,12,12,1,1210.0,118,0,0,False
2406,有脾气的发动机,0,1,2,210,1,2017,4,4,1,5440.0,35,0,2,False
2408,楼大帅,1,34,2,32,3,2017,4,4,1,24320.0,81,0,11,False
2409,匆忙的旅客,0,1,2,5,1,2017,8,8,1,1520.0,310,0,5,False
2410,zhangzhen6686,5,17,2,108,1,2017,7,7,1,4830.0,109,0,16,False
2411,OH丶唛嘎,2,1,2,66,1,2015,9,9,1,2230.0,14,0,0,False
2412,fsh8805,7,7,2,72,1,2013,7,7,1,1780.0,61,0,3,False
2414,2013版疯狂的K2,12,5,2,38,2,2012,12,12,1,8340.0,249,1,47,False
2415,LL迷人,37,10,2,5,1,2014,8,8,1,2260.0,218,0,0,False
2416,沃地滑板鞋,2,1,2,217,1,2017,12,12,1,2030.0,1,0,0,False
2417,ZBMW1111,0,0,2,15,1,2017,10,10,1,2190.0,3,0,1,False
2419,我不是哎呦哥哥噢,0,3,2,82,1,2016,8,8,1,1310.0,311,0,0,False
2420,壹加壹不等于贰,0,0,2,218,1,2017,6,6,1,550.0,160,0,0,False
2421,北京链家焦健,0,0,2,5,1,2017,12,12,1,640.0,46,0,0,False
2423,绅士的丞项,5,11,2,32,1,2015,8,8,1,1280.0,312,0,22,False
2424,哈刚有撒刚头啦_,0,3,2,32,1,2014,5,5,1,1920.0,61,0,1,False
2425,Wu_D,0,4,2,38,1,2017,9,9,1,4630.0,19,0,2,False
2426,法恩有意义,5,3,2,63,1,2017,1,1,1,2100.0,19,0,3,False
2427,马里奥的叔叔,0,0,2,149,1,2017,3,3,1,1230.0,134,0,0,False
2428,你不懂我没说的,4,5,2,38,1,2015,6,6,1,7720.0,139,0,0,False
2429,小笨驹,1,0,2,5,1,2018,3,3,1,1240.0,1,0,0,False
2430,词哥,0,0,2,5,1,2018,4,4,1,190.0,33,0,0,False
2432,线代不加糖,0,0,2,71,1,2018,1,1,1,1090.0,12,0,0,False
2433,爱归山林1027,12,4,2,19,1,2018,2,2,1,2820.0,56,0,2,False
2434,钦馨520,0,0,2,219,1,2018,3,3,1,580.0,56,0,0,False
2435,巴依老爷20162016,13,12,2,5,1,2016,10,10,1,2480.0,108,0,77,False
2436,让虾米脑壳飞,0,1,2,220,1,2015,9,9,1,1200.0,104,0,0,False
2438,Lemon1234566,0,0,2,221,1,2017,8,8,1,1590.0,52,0,0,False
2439,莫欺少年穷1994,0,3,2,13,1,2015,3,3,1,610.0,4,0,0,False
2440,cyj123456,231,228,2,13,1,2015,8,8,1,6230.0,34,1,36,False
2441,张崽崽,0,0,2,5,1,2018,2,2,1,2510.0,136,0,0,False
2442,浏阳天勤酒业,0,0,2,11,1,2017,10,10,1,560.0,3,0,2,False
2444,掉落海里的星星,35,20,2,39,1,2018,2,2,1,2690.0,1,0,5,False
2447,擎天柱888GD,0,0,2,191,1,2017,12,12,1,710.0,118,0,0,False
2448,老司机污污污2,7,9,2,111,1,2017,1,1,1,2020.0,5,0,4,False
2449,超盛非标自动化设备,0,1,2,72,1,2014,4,4,1,2010.0,16,0,0,False
2450,75跃,0,2,2,5,1,2018,1,1,1,3360.0,105,0,4,False
2452,Blueseax,1,0,2,222,1,2018,5,5,1,520.0,1,0,0,False
2453,锋狂的,86,94,2,43,1,2017,6,6,1,7780.0,23,0,13,False
2454,MT不会爱了,14,18,2,20,1,2012,5,5,1,3260.0,313,0,66,False
2455,识弯弓射大雕,0,0,2,223,1,2018,6,6,1,1650.0,314,0,0,False
2456,Papaaaaaa,8,5,2,12,1,2018,3,3,1,2370.0,171,0,4,False
2457,Bosszzy,0,2,2,176,1,2016,1,1,2,800.0,47,0,0,False
2459,宇内独步,1,0,2,14,1,2016,3,3,1,2380.0,107,0,0,False
2460,轰炸超级大鱿鱼,0,1,2,147,1,2017,1,1,1,3160.0,33,0,0,False
2461,于金华,11,8,2,51,1,2014,12,12,1,3940.0,31,0,1,False
2462,和尚dian,1,0,2,13,1,2018,2,2,1,1650.0,1,0,0,False
2465,嘻大人哟,0,0,2,193,1,2018,1,1,1,1240.0,19,0,1,False
2466,爱媳妇186,1,4,2,68,1,2015,2,2,1,1070.0,190,0,2,False
2467,侃先生,1,6,2,5,1,2013,5,5,1,560.0,97,0,8,False
2469,豹子狮子都叫兽,3,1,2,224,1,2016,8,8,1,3390.0,21,0,0,False
2471,外交部长官,4,2,2,133,2,2018,3,3,1,10900.0,19,0,0,False
2476,钟詹一生,2,1,2,76,1,2018,1,1,1,930.0,94,0,0,False
2478,402白董,6,5,2,53,1,2017,9,9,1,2260.0,80,0,0,False
2482,Wlh1234_,0,0,2,20,1,2017,5,5,1,2560.0,17,0,0,False
2483,太平中电,0,0,2,42,1,2018,2,2,1,520.0,33,0,0,False
2484,明明是我丶,0,2,2,14,1,2016,1,1,1,1350.0,143,0,0,False
2488,时间流逝的太快,2,0,2,5,1,2017,6,6,1,4430.0,53,0,0,False
2489,溜溜溜溜溜,10,11,2,15,1,2014,5,5,1,7860.0,43,0,16,False
2491,EdmondChui,15,19,2,15,1,2015,10,10,1,730.0,41,0,8,False
2493,熬夜的暗夜精灵,11,17,2,4,2,2014,5,5,1,8110.0,234,0,33,False
2494,Polestar__,0,2,2,4,1,2017,5,5,1,840.0,94,0,3,False
2497,我蠢,0,6,2,20,1,2015,7,7,1,1840.0,315,0,2,False
2498,白云山冷雨,4,2,2,225,1,2014,1,1,1,570.0,316,0,1,False
2499,请叫我隔壁老王的老王,10,21,2,5,1,2016,3,3,1,1590.0,222,0,10,False
2501,巡音流歌丶,0,0,2,57,1,2017,4,4,1,1610.0,65,0,0,False
